researcher_id,name,openalex_id,match_confidence,orcid_org_comparison,ideal_openalex_case,raw_first_publication_fetch_status,raw_first_publication_year,raw_first_publication_work_id,first_cs_publication_fetch_status,first_cs_publication_year,first_cs_publication_work_id,author_profile_fetch_status,h_index,h_index_fetch_date
guidosalvaneschi,Guido Salvaneschi,A5090555377,GREEN,orcid_agrees,True,cached_ok,2009,https://openalex.org/W2125479251,fetched_ok,2009,https://openalex.org/W2125479251,cached_ok,22,2026-06-12
guilhermeottoni,Guilherme Ottoni,A5070551934,YELLOW,orcid_org_not_unique,False,cached_ok,2001,https://openalex.org/W1554993973,fetched_ok,2001,https://openalex.org/W1554993973,cached_ok,21,2026-06-12
guillaumeallais,Guillaume Allais,A5012442288,GREEN,orcid_agrees,True,cached_ok,2012,https://openalex.org/W1533854855,fetched_ok,2012,https://openalex.org/W1533854855,cached_ok,5,2026-06-12
guillaumebaudart,Guillaume Baudart,A5058638646,YELLOW,orcid_agrees,False,cached_ok,1972,https://openalex.org/W3174038454,fetched_ok,2012,https://openalex.org/W2285391618,cached_ok,6,2026-06-12
guillaumemelquiond,Guillaume Melquiond,A5073473823,YELLOW,orcid_agrees,False,cached_ok,2003,https://openalex.org/W1557906385,fetched_ok,2003,https://openalex.org/W1557906385,cached_ok,22,2026-06-12
gustavopetri,Gustavo Petri,A5088681238,YELLOW,orcid_org_not_unique,True,cached_ok,2006,https://openalex.org/W2242402490,fetched_ok,2006,https://openalex.org/W2242402490,cached_ok,13,2026-06-12
gustavosoares,Gustavo Soares,A5025062647,YELLOW,orcid_org_not_unique,True,cached_ok,2007,https://openalex.org/W2099482909,fetched_ok,2007,https://openalex.org/W2099482909,cached_ok,22,2026-06-12
guygolangueta1,Guy Gueta,A5054069870,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2011,https://openalex.org/W3145159751,fetched_ok,2011,https://openalex.org/W3145159751,cached_ok,10,2026-06-12
hakjoooh,Hakjoo Oh,A5042036026,GREEN,orcid_agrees,True,cached_ok,2000,https://openalex.org/W1998752721,fetched_ok,2000,https://openalex.org/W1998752721,cached_ok,23,2026-06-12
hanjunkim1,Hanjun Kim,A5100722345,YELLOW,orcid_org_not_unique,True,cached_ok,1998,https://openalex.org/W845420792,fetched_ok,2006,https://openalex.org/W2049923070,cached_ok,16,2026-06-12
hannahgommerstadt,Hannah Gommerstadt,A5007114870,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2016,https://openalex.org/W2264604278,fetched_ok,2016,https://openalex.org/W2264604278,cached_ok,4,2026-06-12
harrisonjgoldstein,Harrison Goldstein,A5079995663,GREEN,orcid_agrees,True,cached_ok,2017,https://openalex.org/W2756081745,fetched_ok,2017,https://openalex.org/W2756081745,cached_ok,6,2026-06-12
hezhu,He Zhu,A5004145814,YELLOW,orcid_org_not_unique,False,cached_ok,2009,https://openalex.org/W2124231388,fetched_ok,2009,https://openalex.org/W2124231388,cached_ok,16,2026-06-12
heathermiller,Heather Miller,A5021433095,YELLOW,orcid_org_not_unique,True,cached_ok,1881,https://openalex.org/W199571682,fetched_ok,2003,https://openalex.org/W2725053323,cached_ok,18,2026-06-12
henriknilsson,Henrik Nilsson,A5014442955,YELLOW,orcid_org_not_unique,True,cached_ok,1981,https://openalex.org/W3021852874,fetched_ok,1992,https://openalex.org/W1881618609,cached_ok,23,2026-06-12
hidehikomasuhara,Hidehiko Masuhara,A5079977725,GREEN,orcid_agrees,True,cached_ok,1992,https://openalex.org/W7146253871,fetched_ok,1992,https://openalex.org/W7146253871,cached_ok,21,2026-06-12
hilapeleg,Hila Peleg,A5079058381,GREEN,orcid_agrees,True,cached_ok,2013,https://openalex.org/W202924988,fetched_ok,2013,https://openalex.org/W202924988,cached_ok,11,2026-06-12
hiroshiunno,Hiroshi Unno,A5044643168,YELLOW,orcid_org_not_unique,True,cached_ok,1987,https://openalex.org/W4232803409,fetched_ok,1987,https://openalex.org/W4232803409,cached_ok,18,2026-06-12
hoannguyen1,Hoan Nguyen,A5044339946,YELLOW,orcid_org_not_unique,True,cached_ok,1997,https://openalex.org/W4250334543,fetched_ok,1997,https://openalex.org/W2151927681,cached_ok,34,2026-06-12
hongseokyang,Hongseok Yang,A5101612744,YELLOW,orcid_org_not_unique,False,cached_ok,2000,https://openalex.org/W2396734063,fetched_ok,2000,https://openalex.org/W2396734063,cached_ok,43,2026-06-12
hughleather,Hugh Leather,A5053757097,GREEN,orcid_agrees,True,cached_ok,1955,https://openalex.org/W2020823476,fetched_ok,1962,https://openalex.org/W1984681682,cached_ok,22,2026-06-12
hugoherbelin,Hugo Herbelin,A5060487163,YELLOW,orcid_agrees,False,cached_ok,1989,https://openalex.org/W1976182275,fetched_ok,1989,https://openalex.org/W1976182275,cached_ok,21,2026-06-12
huiguan,Hui Guan,A5085489377,YELLOW,orcid_org_not_unique,True,cached_ok,2002,https://openalex.org/W2075707894,fetched_ok,2003,https://openalex.org/W129551883,cached_ok,15,2026-06-12
ichirohasuo,Ichiro Hasuo,A5013382452,YELLOW,orcid_agrees,False,cached_ok,2003,https://openalex.org/W2181518668,fetched_ok,2003,https://openalex.org/W2181518668,cached_ok,23,2026-06-12
ignaciolaguna,Ignacio Laguna,A5033868370,YELLOW,orcid_org_not_unique,True,cached_ok,2007,https://openalex.org/W2133378742,fetched_ok,2007,https://openalex.org/W2133378742,cached_ok,22,2026-06-12
ilyasergey,Ilya Sergey,A5009639508,YELLOW,orcid_agrees,False,cached_ok,2009,https://openalex.org/W2148878240,fetched_ok,2009,https://openalex.org/W2148878240,cached_ok,23,2026-06-12
irenefinocchi,Irene Finocchi,A5044822150,GREEN,orcid_agrees,True,cached_ok,1997,https://openalex.org/W3147229986,fetched_ok,1997,https://openalex.org/W3147229986,cached_ok,24,2026-06-12
ireneyoon,Irene Yoon,A5072259548,YELLOW,orcid_org_not_unique,True,cached_ok,2020,https://openalex.org/W3107445645,fetched_ok,2020,https://openalex.org/W3107445645,cached_ok,4,2026-06-12
isabellamastroeni,Isabella Mastroeni,A5031780173,YELLOW,orcid_org_not_unique,True,cached_ok,1999,https://openalex.org/W2612332161,fetched_ok,2000,https://openalex.org/W2613811049,cached_ok,17,2026-06-12
iulianneamtiu,Iulian Neamtiu,A5012137980,YELLOW,orcid_agrees,False,cached_ok,2004,https://openalex.org/W2126523385,fetched_ok,2004,https://openalex.org/W2126523385,cached_ok,33,2026-06-12
isildillig,Işıl Dillig,A5006424908,YELLOW,orcid_org_not_unique,True,cached_ok,2007,https://openalex.org/W2135794045,fetched_ok,2007,https://openalex.org/W2135794045,cached_ok,40,2026-06-12
jgarrettmorris,J. Garrett Morris,A5067671067,YELLOW,orcid_agrees,False,cached_ok,1987,https://openalex.org/W169490506,fetched_ok,1987,https://openalex.org/W169490506,cached_ok,13,2026-06-12
jacquescarette,Jacques Carette,A5074007281,GREEN,orcid_agrees,True,cached_ok,1974,https://openalex.org/W1513441634,fetched_ok,2003,https://openalex.org/W1509691122,cached_ok,17,2026-06-12
jacquesgarrigue,Jacques Garrigue,A5089640715,YELLOW,orcid_agrees,False,cached_ok,1993,https://openalex.org/W1786340849,fetched_ok,1993,https://openalex.org/W1786340849,cached_ok,14,2026-06-12
jacqueshenrijourdan,Jacques-Henri Jourdan,A5040467057,YELLOW,orcid_agrees,False,cached_ok,2011,https://openalex.org/W2700293889,fetched_ok,2011,https://openalex.org/W2700293889,cached_ok,18,2026-06-12
jadealglave,Jade Alglave,A5020411788,GREEN,orcid_agrees,True,cached_ok,2009,https://openalex.org/W2222801238,fetched_ok,2009,https://openalex.org/W2222801238,cached_ok,24,2026-06-12
jaejinlee,Jaejin Lee,A5100767182,YELLOW,orcid_org_not_unique,True,cached_ok,1996,https://openalex.org/W2131974229,fetched_ok,1996,https://openalex.org/W2131974229,cached_ok,28,2026-06-12
jamesbornholt,James Bornholt,A5055964348,GREEN,orcid_agrees,True,cached_ok,2012,https://openalex.org/W2548574249,fetched_ok,2012,https://openalex.org/W2548574249,cached_ok,20,2026-06-12
jamescheney,James Cheney,A5056138547,YELLOW,orcid_org_not_unique,False,cached_ok,1976,https://openalex.org/W2157205044,fetched_ok,1976,https://openalex.org/W2157205044,cached_ok,41,2026-06-12
jamesmckinna,James McKinna,A5047695892,YELLOW,orcid_agrees,False,cached_ok,1993,https://openalex.org/W1520395147,fetched_ok,1993,https://openalex.org/W1520395147,cached_ok,19,2026-06-12
jamesnoble,James Noble,A5078368556,YELLOW,orcid_org_not_unique,True,cached_ok,1888,https://openalex.org/W4313021695,fetched_ok,1938,https://openalex.org/W2151742253,cached_ok,47,2026-06-12
jamesrwilcox,James R. Wilcox,A5101839396,YELLOW,orcid_agrees,False,cached_ok,1968,https://openalex.org/W2901095110,fetched_ok,1968,https://openalex.org/W2069144381,cached_ok,18,2026-06-12
jamesriely,James Riely,A5089477252,GREEN,orcid_agrees,True,cached_ok,1994,https://openalex.org/W1573884736,fetched_ok,1994,https://openalex.org/W1573884736,cached_ok,23,2026-06-12
janmidtgaard,Jan Midtgaard,A5065278196,GREEN,orcid_agrees,True,cached_ok,2003,https://openalex.org/W168212000,fetched_ok,2003,https://openalex.org/W168212000,cached_ok,14,2026-06-12
janvitek,Jan Vitek,A5084307280,YELLOW,orcid_org_not_unique,False,cached_ok,1975,https://openalex.org/W4379356253,fetched_ok,1981,https://openalex.org/W4289866553,cached_ok,45,2026-06-12
janadunfield,Jana Dunfield,A5007554264,YELLOW,orcid_agrees,False,cached_ok,2003,https://openalex.org/W1510530859,fetched_ok,2003,https://openalex.org/W1510530859,cached_ok,14,2026-06-12
jasonansel,Jason Ansel,A5089997788,GREEN,orcid_agrees,True,cached_ok,2005,https://openalex.org/W2527113028,fetched_ok,2005,https://openalex.org/W2527113028,cached_ok,21,2026-06-12
jasonmars,Jason Mars,A5053236545,GREEN,orcid_agrees,True,cached_ok,1949,https://openalex.org/W2164655124,fetched_ok,1949,https://openalex.org/W2164655124,cached_ok,41,2026-06-12
jayligatti,Jay Ligatti,A5071104685,YELLOW,orcid_org_not_unique,False,cached_ok,2003,https://openalex.org/W4248227670,fetched_ok,2003,https://openalex.org/W4248227670,cached_ok,19,2026-06-12
jaymccarthy,Jay McCarthy,A5015730860,YELLOW,orcid_org_not_unique,False,cached_ok,1976,https://openalex.org/W2186614616,fetched_ok,1976,https://openalex.org/W2186614616,cached_ok,11,2026-06-12
jayplim,Jay P. Lim,A5064410077,YELLOW,orcid_org_not_unique,True,cached_ok,2017,https://openalex.org/W2766473379,fetched_ok,2017,https://openalex.org/W2766473379,cached_ok,7,2026-06-12
jeanpichonpharabod1,Jean Pichon-Pharabod,A5027766872,GREEN,orcid_agrees,True,cached_ok,2015,https://openalex.org/W2403509298,fetched_ok,2015,https://openalex.org/W2403509298,cached_ok,12,2026-06-12
jeanbaptistetristan,Jean-Baptiste Tristan,A5031329578,GREEN,orcid_agrees,True,cached_ok,2006,https://openalex.org/W1842760680,fetched_ok,2006,https://openalex.org/W1842760680,cached_ok,15,2026-06-12
jeanmariemadiot,Jean-Marie Madiot,A5043157937,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2012,https://openalex.org/W2583695850,fetched_ok,2012,https://openalex.org/W1752042681,cached_ok,5,2026-06-12
jeanphilippebernardy,Jean-Philippe Bernardy,A5070681215,YELLOW,orcid_agrees,False,cached_ok,2003,https://openalex.org/W1535043436,fetched_ok,2003,https://openalex.org/W1535043436,cached_ok,14,2026-06-12
jedidiahmcclurg,Jedidiah McClurg,A5035476830,GREEN,orcid_agrees,True,cached_ok,2012,https://openalex.org/W2501132322,fetched_ok,2012,https://openalex.org/W2501132322,cached_ok,11,2026-06-12
jeehoonkang,Jeehoon Kang,A5078763719,YELLOW,orcid_org_not_unique,False,cached_ok,2012,https://openalex.org/W2189168071,fetched_ok,2012,https://openalex.org/W2189168071,cached_ok,15,2026-06-12
jeevanapriyainala,Jeevana Priya Inala,A5020203532,GREEN,orcid_agrees,True,cached_ok,2015,https://openalex.org/W2952559588,fetched_ok,2015,https://openalex.org/W2952559588,cached_ok,11,2026-06-12
jeffreysfoster,Jeffrey S. Foster,A5038702707,YELLOW,orcid_org_not_unique,True,cached_ok,1933,https://openalex.org/W2003770445,fetched_ok,1997,https://openalex.org/W1545908890,cached_ok,44,2026-06-12
jennifersartor,Jennifer B. Sartor,A5032224428,YELLOW,orcid_org_not_unique,False,cached_ok,2005,https://openalex.org/W2102683450,fetched_ok,2005,https://openalex.org/W2102683450,cached_ok,12,2026-06-12
jenniferpaykin,Jennifer Paykin,A5034557410,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2011,https://openalex.org/W1987356990,fetched_ok,2011,https://openalex.org/W1987356990,cached_ok,8,2026-06-12
jensdietrich,Jens Dietrich,A5075091948,YELLOW,orcid_org_not_unique,True,cached_ok,1976,https://openalex.org/W1998980646,fetched_ok,2001,https://openalex.org/W4397134432,cached_ok,27,2026-06-12
jenspalsberg,Jens Palsberg,A5011356414,YELLOW,orcid_org_not_unique,True,cached_ok,1989,https://openalex.org/W2160064363,fetched_ok,1989,https://openalex.org/W2160064363,cached_ok,42,2026-06-12
jeremysiek,Jeremy G. Siek,A5033999458,YELLOW,orcid_org_not_unique,True,cached_ok,1998,https://openalex.org/W1595252915,fetched_ok,1998,https://openalex.org/W1595252915,cached_ok,33,2026-06-12
jeremyyallop,Jeremy Yallop,A5020576379,YELLOW,orcid_agrees,False,cached_ok,2005,https://openalex.org/W2156444849,fetched_ok,2005,https://openalex.org/W2156444849,cached_ok,12,2026-06-12
jespercockx,Jesper Cockx,A5065497509,GREEN,orcid_agrees,True,cached_ok,2013,https://openalex.org/W2290026677,fetched_ok,2013,https://openalex.org/W2290026677,cached_ok,8,2026-06-12
jiasishen,Jiasi Shen,A5024117197,YELLOW,orcid_org_not_unique,True,cached_ok,2014,https://openalex.org/W2023774922,fetched_ok,2014,https://openalex.org/W2023774922,cached_ok,9,2026-06-12
jihyeokpark1,Jihyeok Park,A5086668734,YELLOW,orcid_org_not_unique,True,cached_ok,2014,https://openalex.org/W1992859750,fetched_ok,2014,https://openalex.org/W1992859750,cached_ok,8,2026-06-12
jinglingxue,Jingling Xue,A5024664385,GREEN,orcid_agrees,True,cached_ok,1988,https://openalex.org/W2028236977,fetched_ok,1988,https://openalex.org/W2028236977,cached_ok,40,2026-06-12
jingmeihu1,Jingmei Hu,A5070358948,YELLOW,orcid_org_not_unique,True,cached_ok,2017,https://openalex.org/W2571931900,fetched_ok,2017,https://openalex.org/W2571931900,cached_ok,5,2026-06-12
joachimbreitner,Joachim Breitner,A5049741143,YELLOW,orcid_agrees,False,cached_ok,2010,https://openalex.org/W2397234116,fetched_ok,2010,https://openalex.org/W2397234116,cached_ok,10,2026-06-12
joannasantos,Joanna C. S. Santos,A5043541139,GREEN,orcid_agrees,True,cached_ok,2009,https://openalex.org/W6972187,fetched_ok,2009,https://openalex.org/W6972187,cached_ok,13,2026-06-12
johannesborgstrom,Johannes Borgström,A5038036076,GREEN,orcid_agrees,True,cached_ok,1784,https://openalex.org/W4233382909,fetched_ok,2002,https://openalex.org/W1603292481,cached_ok,16,2026-06-12
johnhughes,John Hughes,A5068339489,YELLOW,orcid_org_not_unique,False,cached_ok,1965,https://openalex.org/W2397948435,fetched_ok,1965,https://openalex.org/W2397948435,cached_ok,37,2026-06-12
johnregehr,John Regehr,A5066046345,YELLOW,orcid_org_not_unique,False,cached_ok,1970,https://openalex.org/W1985725798,fetched_ok,1970,https://openalex.org/W1985725798,cached_ok,38,2026-06-12
johnreppy,John Reppy,A5030967328,GREEN,orcid_agrees,True,cached_ok,1987,https://openalex.org/W2032593204,fetched_ok,1987,https://openalex.org/W2032593204,cached_ok,31,2026-06-12
johnsarracino,John Sarracino,A5034346490,GREEN,orcid_agrees,True,cached_ok,1932,https://openalex.org/W2313271966,fetched_ok,1935,https://openalex.org/W2091084865,cached_ok,17,2026-06-12
johnvilk,John Vilk,A5063109055,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2010,https://openalex.org/W2889971047,fetched_ok,2010,https://openalex.org/W2889971047,cached_ok,5,2026-06-12
johnwickerson,John Wickerson,A5002846450,YELLOW,orcid_agrees,False,cached_ok,1982,https://openalex.org/W650649804,fetched_ok,2010,https://openalex.org/W2111593536,cached_ok,19,2026-06-12
jonathanaldrich,Jonathan Aldrich,A5091372985,GREEN,orcid_agrees,True,cached_ok,1965,https://openalex.org/W4252400688,fetched_ok,1971,https://openalex.org/W1983929181,cached_ok,35,2026-06-12
jonathanbalkind,Jonathan Balkind,A5015529604,GREEN,orcid_agrees,True,cached_ok,2014,https://openalex.org/W2094710396,fetched_ok,2014,https://openalex.org/W2094710396,cached_ok,12,2026-06-12
jonathanbell,Jonathan Bell,A5053080959,YELLOW,orcid_org_not_unique,True,cached_ok,1958,https://openalex.org/W2063737907,fetched_ok,1958,https://openalex.org/W2063737907,cached_ok,22,2026-06-12
jonathanbrachthauser,Jonathan Immanuel Brachthäuser,A5027088540,GREEN,orcid_agrees,True,cached_ok,2014,https://openalex.org/W4237580955,fetched_ok,2014,https://openalex.org/W4237580955,cached_ok,11,2026-06-12
jonathanprotzenko,Jonathan Protzenko,A5055019834,GREEN,orcid_agrees,True,cached_ok,2012,https://openalex.org/W2295403917,fetched_ok,2012,https://openalex.org/W2295403917,cached_ok,17,2026-06-12
jonathansterling,Jonathan Sterling,A5016658166,YELLOW,orcid_agrees,False,cached_ok,2006,https://openalex.org/W1993814885,fetched_ok,2014,https://openalex.org/W4298164195,cached_ok,7,2026-06-12
joonwonchoi,Joonwon Choi,A5003461001,YELLOW,orcid_org_not_unique,False,cached_ok,2012,https://openalex.org/W2189168071,fetched_ok,2012,https://openalex.org/W2189168071,cached_ok,5,2026-06-12
joostpieterkatoen,Joost-Pieter Katoen,A5090819329,YELLOW,orcid_org_not_unique,True,cached_ok,1988,https://openalex.org/W2808051857,fetched_ok,1989,https://openalex.org/W2140319468,cached_ok,59,2026-06-12
jorgeanavas,Jorge A. Navas,A5026684100,YELLOW,orcid_agrees,False,cached_ok,2002,https://openalex.org/W1553917286,fetched_ok,2005,https://openalex.org/W2978935227,cached_ok,20,2026-06-12
jorgeaperez,Jorge A. Pérez,A5034548013,YELLOW,orcid_org_not_unique,False,cached_ok,1999,https://openalex.org/W4238020473,fetched_ok,2005,https://openalex.org/W2150185387,cached_ok,16,2026-06-12
josephdevietti,Joseph Devietti,A5031917049,GREEN,orcid_agrees,True,cached_ok,2008,https://openalex.org/W3142284768,fetched_ok,2008,https://openalex.org/W3142284768,cached_ok,21,2026-06-12
josephtassarotti,Joseph Tassarotti,A5073987903,YELLOW,orcid_agrees,False,cached_ok,2012,https://openalex.org/W2009248821,fetched_ok,2012,https://openalex.org/W2009248821,cached_ok,14,2026-06-12
joshberdine,Josh Berdine,A5061050156,GREEN,orcid_agrees,True,cached_ok,2000,https://openalex.org/W1522124799,fetched_ok,2000,https://openalex.org/W1522124799,cached_ok,21,2026-06-12
joshuagancher,Joshua Gancher,A5043190101,GREEN,orcid_agrees,True,cached_ok,2017,https://openalex.org/W2950386591,fetched_ok,2017,https://openalex.org/W2950386591,cached_ok,5,2026-06-12
joshuasunshine,Joshua Sunshine,A5039972599,GREEN,orcid_agrees,True,cached_ok,2001,https://openalex.org/W3012770219,fetched_ok,2001,https://openalex.org/W3012770219,cached_ok,16,2026-06-12
josiahhester,Josiah Hester,A5026852792,YELLOW,orcid_org_not_unique,True,cached_ok,1800,https://openalex.org/W2808969053,fetched_ok,1800,https://openalex.org/W2808969053,cached_ok,23,2026-06-12
josesantos,José Fragoso Santos,A5061566620,YELLOW,orcid_org_not_unique,True,cached_ok,1986,https://openalex.org/W4247380246,fetched_ok,1986,https://openalex.org/W4247380246,cached_ok,11,2026-06-12
josepedromagalhaes,José Pedro Magalhães,A5100879511,YELLOW,orcid_org_not_unique,False,cached_ok,2007,https://openalex.org/W178460575,fetched_ok,2007,https://openalex.org/W178460575,cached_ok,14,2026-06-12
joxanjaffar,Joxan Jaffar,A5058689103,GREEN,orcid_agrees,True,cached_ok,1981,https://openalex.org/W2034104058,fetched_ok,1981,https://openalex.org/W2034104058,cached_ok,29,2026-06-12
jubitaneja,Jubi Taneja,A5090282403,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2017,https://openalex.org/W2770644362,fetched_ok,2020,https://openalex.org/W3033254705,cached_ok,2,2026-06-12
julesjacobs,Jules Jacobs,A5066303700,GREEN,orcid_agrees,True,cached_ok,1983,https://openalex.org/W2031554820,fetched_ok,1983,https://openalex.org/W2031554820,cached_ok,7,2026-06-12
julesvillard2,Jules Villard,A5084908329,GREEN,orcid_agrees,True,cached_ok,1904,https://openalex.org/W2771666808,fetched_ok,2008,https://openalex.org/W113287545,cached_ok,11,2026-06-12
juliabelyakova,Julia Belyakova,A5075571308,GREEN,orcid_agrees,True,cached_ok,2015,https://openalex.org/W3035233007,fetched_ok,2015,https://openalex.org/W3035233007,cached_ok,4,2026-06-12
juliandolby,Julian Dolby,A5012855077,YELLOW,orcid_agrees,False,cached_ok,1966,https://openalex.org/W1481604427,fetched_ok,1966,https://openalex.org/W1481604427,cached_ok,35,2026-06-12
julianshun,Julian Shun,A5051583907,YELLOW,orcid_org_not_unique,False,cached_ok,2008,https://openalex.org/W2126460097,fetched_ok,2008,https://openalex.org/W2126460097,cached_ok,33,2026-06-12
julianafranco,Juliana Franco,A5006668787,YELLOW,orcid_org_not_unique,False,cached_ok,2013,https://openalex.org/W2211434071,fetched_ok,2013,https://openalex.org/W2211434071,cached_ok,5,2026-06-12
juneandronick,June Andronick,A5069964343,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2003,https://openalex.org/W1526757679,fetched_ok,2003,https://openalex.org/W1526757679,cached_ok,18,2026-06-12
jurriaanhage,Jurriaan Hage,A5101615144,YELLOW,orcid_agrees,False,cached_ok,1992,https://openalex.org/W4256036656,fetched_ok,1999,https://openalex.org/W1604212051,cached_ok,20,2026-06-12
justingottschlich,Justin Gottschlich,A5005286439,YELLOW,orcid_agrees,False,cached_ok,2007,https://openalex.org/W2166246073,fetched_ok,2007,https://openalex.org/W2166246073,cached_ok,15,2026-06-12
justinhsu,Justin Hsu,A5033286190,YELLOW,orcid_org_not_unique,False,cached_ok,2013,https://openalex.org/W2518812323,fetched_ok,2013,https://openalex.org/W2518812323,cached_ok,24,2026-06-12
kcsivaramakrishnan,KC Sivaramakrishnan,A5010633349,GREEN,orcid_agrees,True,cached_ok,2001,https://openalex.org/W2317851599,fetched_ok,2001,https://openalex.org/W2317851599,cached_ok,15,2026-06-12
kapilvaswani,Kapil Vaswani,A5011779401,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2003,https://openalex.org/W2083400053,fetched_ok,2003,https://openalex.org/W2083400053,cached_ok,24,2026-06-12
karimali,Karim Ali,A5038781215,YELLOW,orcid_org_not_unique,True,cached_ok,2009,https://openalex.org/W2127431059,fetched_ok,2009,https://openalex.org/W2127431059,cached_ok,19,2026-06-12
karineevenmendoza,Karine Even-Mendoza,A5068864058,YELLOW,orcid_org_not_unique,True,cached_ok,2013,https://openalex.org/W1990686023,fetched_ok,2013,https://openalex.org/W1990686023,cached_ok,6,2026-06-12
karlcrary,Karl Crary,A5045900536,GREEN,orcid_agrees,True,cached_ok,1974,https://openalex.org/W7134589638,fetched_ok,1974,https://openalex.org/W7134589638,cached_ok,31,2026-06-12
karlpalmskog,Karl Palmskog,A5015320417,YELLOW,no_openalex_orcid_to_compare,False,cached_ok,2007,https://openalex.org/W2110952321,fetched_ok,2007,https://openalex.org/W2110952321,cached_ok,8,2026-06-12
karthikeyanbhargavan,Karthikeyan Bhargavan,A5026297326,GREEN,orcid_agrees,True,cached_ok,1998,https://openalex.org/W1522151482,fetched_ok,1998,https://openalex.org/W1522151482,cached_ok,43,2026-06-12
kartiknagar1,Kartik Nagar,A5046570178,YELLOW,orcid_agrees,False,cached_ok,2012,https://openalex.org/W1996970189,fetched_ok,2012,https://openalex.org/W1996970189,cached_ok,6,2026-06-12
kathrinstark,Kathrin Stark,A5054275908,GREEN,orcid_agrees,True,cached_ok,2016,https://openalex.org/W2490033929,fetched_ok,2016,https://openalex.org/W2490033929,cached_ok,7,2026-06-12
kathrynegray,Kathryn E. Gray,A5064632723,YELLOW,orcid_org_not_unique,False,cached_ok,1993,https://openalex.org/W3161625817,fetched_ok,1999,https://openalex.org/W1519884335,cached_ok,13,2026-06-12
kathrynsmckinley,Kathryn S McKinley,A5087054368,GREEN,orcid_agrees,True,cached_ok,1980,https://openalex.org/W2060526213,fetched_ok,1989,https://openalex.org/W2064407505,cached_ok,60,2026-06-12
katsuhiroueno,Katsuhiro Ueno,A5103178472,YELLOW,orcid_org_not_unique,True,cached_ok,2008,https://openalex.org/W3156873753,fetched_ok,2008,https://openalex.org/W3156873753,cached_ok,5,2026-06-12
kazutakamatsuda,Kazutaka Matsuda,A5004575068,GREEN,orcid_agrees,True,cached_ok,1971,https://openalex.org/W77004582,fetched_ok,1971,https://openalex.org/W77004582,cached_ok,15,2026-06-12
kenjimaillard,Kenji Maillard,A5083750560,GREEN,orcid_agrees,True,cached_ok,2015,https://openalex.org/W2115785609,fetched_ok,2015,https://openalex.org/W2115785609,cached_ok,9,2026-06-12
kennethlmcmillan,Kenneth L. McMillan,A5047507250,YELLOW,orcid_org_not_unique,True,cached_ok,1989,https://openalex.org/W2000210358,fetched_ok,1989,https://openalex.org/W2000210358,cached_ok,56,2026-06-12
keshahietala,Kesha Hietala,A5002449883,YELLOW,orcid_agrees,False,cached_ok,2015,https://openalex.org/W754526191,fetched_ok,2015,https://openalex.org/W754526191,cached_ok,7,2026-06-12
kevinellis,Kevin Ellis,A5009201646,YELLOW,orcid_org_not_unique,True,cached_ok,2003,https://openalex.org/W2510495576,fetched_ok,2014,https://openalex.org/W2402035130,cached_ok,20,2026-06-12
kihongheo,Kihong Heo,A5071661688,GREEN,orcid_agrees,True,cached_ok,2012,https://openalex.org/W3045575840,fetched_ok,2012,https://openalex.org/W3045575840,cached_ok,18,2026-06-12
kirangopinathan1,Kiran Gopinathan,A5037850706,YELLOW,orcid_org_not_unique,True,cached_ok,2018,https://openalex.org/W2795255949,fetched_ok,2018,https://openalex.org/W2795255949,cached_ok,5,2026-06-12
kirshanthansundararajah,Kirshanthan Sundararajah,A5028997869,GREEN,orcid_agrees,True,cached_ok,2016,https://openalex.org/W2415322220,fetched_ok,2016,https://openalex.org/W2415322220,cached_ok,7,2026-06-12
klausostermann,Klaus Ostermann,A5049077225,GREEN,orcid_agrees,True,cached_ok,1981,https://openalex.org/W2419149802,fetched_ok,2000,https://openalex.org/W30912609,cached_ok,31,2026-06-12
koenclaessen,Koen Claessen,A5058771102,YELLOW,orcid_agrees,False,cached_ok,1997,https://openalex.org/W119450863,fetched_ok,1997,https://openalex.org/W119450863,cached_ok,33,2026-06-12
koheisuenaga,Kohei Suenaga,A5064121410,GREEN,orcid_agrees,True,cached_ok,1994,https://openalex.org/W2408328206,fetched_ok,2004,https://openalex.org/W1569696031,cached_ok,12,2026-06-12
kokomuroya,Koko Muroya,A5076471067,GREEN,orcid_agrees,True,cached_ok,2014,https://openalex.org/W2023801367,fetched_ok,2014,https://openalex.org/W2023801367,cached_ok,6,2026-06-12
konstantinosmamouras1,Konstantinos Mamouras,A5052392314,YELLOW,orcid_agrees,False,cached_ok,2007,https://openalex.org/W205762634,fetched_ok,2007,https://openalex.org/W205762634,cached_ok,14,2026-06-12
kostasferles,Kostas Ferles,A5022616286,GREEN,orcid_agrees,True,cached_ok,2017,https://openalex.org/W2623757933,fetched_ok,2017,https://openalex.org/W2623757933,cached_ok,7,2026-06-12
